,X,SubjectIdentification,FirstName,LastName,SocialSecurityNumber,Sex,BirthDate,Race,Ethnicity,EyeColorText,RegisteredSexOffender,IncidentDate,IncidentID,IncidentStreet,IncidentCity,OffenseLocalStatute,OffenseLocalText,ArrestingOfficerBadgeID,ArrOfficerFirstName,ArrOfficerLastName,ArrestNumber,ArrestDate,ReleaseDate,WarrantType,ArrestingAgencyName,ArrestCategory,WeaponPresent,DrugsPresent,ChargeID,ChargeLevel,ChargeLevelState,ReleaseOfficerBadgeID,RelOfficerFirstName,RelOfficerLastName,TranspOfficerBadgeID,TranspOfficerFirstName,TranspOfficerLastName,SentenceID,ConvictionResults,SentenceTermDays,SentenceDurationYrs,AgeAtBooking,BookingID
1663,1663,57d6b716-d196-46ba-b5ae-4b82820fd18d,Monica,Johnson,087-57-6528,F,9/21/73,,nonhispanic,brown,,10/4/14,2014-66263,2151 ROYAL AVE,Anytown,124.401(1)(c )(5),Proh Acts -- Int Manf/Del Marij > 50 kg < 100 kg,4945,BRAD,MCCOY,20-01664,10/7/14,10/13/14, ,Anytown Police Dept.,Taken into custody,,0,34006,F,Felony C,9648,TYLER,FRANK,2999,JOREY,MERCER,82665,sentenced,,2,54,57382
1664,1664,e6474925-d8f6-4641-a4ad-fd397ed22ce0,Natalie,Mckinney,826-81-9676,F,3/10/57,,hispanic,brown,1,9/9/16,2016-32331,2151 ROYAL AVE,Anytown,728.12(3),Sexual Exploitation of a Minor -- Purch/Possess,5274,HARRY,LAKOSE,20-01665,9/9/16,9/10/16, ,Anytown Police Dept.,Taken into custody,,0,48439,M,Aggravated Misdemeanor,6591,MICHAEL,SCHNEIDER,6078,JEREMY,BUSZKA,92853,sentenced,360,1,27,14669
1665,1665,8f319acd-0366-4320-9c65-f9bb4ca12547,Caitlyn,Swanson,138-61-2361,F,8/14/96,white,nonhispanic,brown,,7/5/16,2016-11053,2151 ROYAL AVE,Anytown,708.3(B),ASSLT WHILE PARTIC. IN FELONY - 1978 (FELD),4321,TIMOTHY,WISMAN,20-01666,7/5/16,7/13/16, ,Anytown Police Dept.,Summoned-Cited,,0,18576,F,Felony D,9538,CHRIS,SHINE,9462,STEVE,HOSKINS,56490,sentenced,,5,53,18934
1666,1666,38d8f796-3ad5-4ae2-93da-afc0667d8705,Martha,Hicks,077-05-4873,F,1/16/64,black,,blue,,2/1/13,2013-75610,2151 ROYAL AVE,Anytown,"708.2A(1), 708.2A(2)(c)",Dom Ab Asslt -- 1st Off; Int to Inflict Ser Injury,9989,DEMETRIUS,SWARTZENDRUBER,20-01667,2/2/13,2/8/13, ,Anytown Police Dept.,On-View,,0,51241,M,Aggravated Misdemeanor,2708,MATT,BONNEMA,5366,JOE,ROLING,25550,sentenced,720,2,45,51443
1667,1667,a26de2c1-cdd5-4a68-9808-7f9a78c0b1de,Tracy,Nichols,104-71-2007,F,2/4/68,white,nonhispanic,blue,,3/21/16,2016-76917,2403 BROADWAY ,Anytown,719.1,Interfere w/official acts w/bodily inj,9535,BRAD,HOLLWAY,20-01668,3/24/16,3/29/16, ,Any County Sheriff,Taken into custody,,1,49201,O,Unknown,7486,MARCUS,STEVENS,6353,MARK,CARDEN,49297,sentenced,,,22,88022
1668,1668,523e6174-2a49-4fdb-9ecc-be9d85dfc815,Daniel,Pugh,,M,10/12/50,white,,brown,0,1/25/16,2016-91735,2151 ROYAL AVE,Anytown,124.401(1)(d),Proh Acts -- Conspire Int/Del False Marij < 50 kg,3653,DAN,DINGBAUM,20-01669,1/26/16,1/30/16, ,Anytown Police Dept.,Summoned-Cited,,1,88923,F,Felony D,1285,BRAD,SECKEL,6419,NICHOLAS,GINGERICH,77391,sentenced,,1,37,30258
1669,1669,83eb613f-102f-4f84-95cc-2fd088e15d12,Devin,Martin,684-86-8560,M,3/6/79,white,nonhispanic,blue,,8/20/16,2016-59669,3735 MAIN DR,Anytown,710A.2,HUMAN TRAFFICKING,3442,JOEL,FAULKCON,20-01670,8/20/16,8/29/16, ,Any County Sheriff,Taken into custody,,0,51954,F,Felony B,2853,TODD,SCHABILION,6235,BRIAN,SMITH,29152,sentenced,,10,37,63290
1670,1670,b943c844-f638-4693-8e58-ac4ca95a36a4,William,Farmer,816-23-9334,M,6/21/77,white,nonhispanic,brown,,5/11/14,2014-38126,6004 GATEWAY GRN,Anytown,"719.7(1), 719.7(3)(a), 719.7(4)",Poss Contrab On/In Grnds Corr Facil -- No Weap,3705,PHILLIP,GLEASON,20-01671,5/11/14,5/18/14, ,Any County Sheriff,On-View,,1,70168,F,Felony D,3341,MICHAEL,CHANDLER,3577,DANNY,HAMMES,12413,sentenced,,1,20,68195
1671,1671,a1821dd6-16a7-4485-9ece-c22c8714a384,Megan,Gibbs,218-89-2055,F,5/26/92,,nonhispanic,brown,,2/1/15,2015-97938,5800 BJELDE LN,Anytown,"714.1, 714.2(4)",Theft 4th Deg -- General > $200 < $500,1668,ROBERT,SCHAAPVELD,20-01672,2/4/15,2/10/15, ,Anytown Police Dept.,On-View,,0,92052,O,Unknown,6515,D.J.,MITTVALSKY,4491,RYAN,MOORE,77040,sentenced,,,19,74190
1672,1672,0d9c492d-9d71-4955-a224-5c9ed34bc380,Charlie,Johnson,009-71-9955,M,6/7/50,white,,brown,,6/19/14,2014-44249,2151 ROYAL AVE,Anytown,724.16A (FELC),TRAFFICKING IN STOLEN WEAPONS (FELC),6603,RYAN,CHENEY,20-01673,6/22/14,6/27/14, ,Anytown Police Dept.,Summoned-Cited,,1,14620,F,Felony C,2135,DANIEL,GLEASON,4328,MIKE,RICHARDSON,95379,sentenced,,5,25,92362
1673,1673,2012740b-0687-4b25-b25c-99bc72e8a544,Mark,Rose,757-18-1768,M,12/14/92,,nonhispanic,blue,,2/27/13,2013-39370,2500 ROYAL AVE,Anytown,321A.32(4),"Viol of Ch 321A -- Gen, Not Elsewhere",5462,TYLER,BARNEY,20-01674,3/2/13,3/2/13, ,Any County Sheriff,Summoned-Cited,,1,58659,M,Serious Misdemeanor,2234,KEVIN,HUMRICHOUSE,9747,BRAD,FORDICE,29538,sentenced,360,1,33,16485
1674,1674,aa34f9b5-7615-4d07-936c-bae78ecd3437,Julie,Washington,230-93-9552,F,7/6/89,,nonhispanic,grey,,9/11/15,2015-14150,100 BROADWAY ,Anytown,235B.20(7),DEPENDANT ADULT ABUSE -INTENTIONALLY-KNOWINGLY (SRMS),3886,ANDREW,BROLL,20-01675,9/11/15,9/20/15, ,Any County Sheriff,Summoned-Cited,,1,69654,M,Simple Misdemeanor,7846,OLETA,SCOTT,5765,PRESTON,ROEHLER,89154,sentenced,10,,61,64076
1675,1675,83f3b041-a0a8-4402-982d-0536b85e4dd0,Shelby,Stevens,282-86-9284,F,8/11/80,white,nonhispanic,brown,,4/13/14,2014-74152,5308 FLAMINGO RD,Anytown,713.5,Burglary 2nd Degree,4338,CHAD,REINHARD,20-01676,4/15/14,4/20/14, ,Any County Sheriff,On-View,Knife,1,53660,O,Unknown,7880,ADAM,MURPHY,2284,ANDY,WILLIAMS,66259,sentenced,,,50,22420
1676,1676,f1bfd25b-1d8e-4ddc-966d-f57e8f94d171,Chad,Williams,373-53-4907,M,7/8/68,white,nonhispanic,brown,,12/10/14,2014-50272,2151 ROYAL AVE,Anytown,,Peeping,3094,DARIN,DARJANIA,20-01677,12/11/14,12/20/14, ,Any County Sheriff,Taken into custody,,0,81230,O,Other,7905,MCKENNA,FINK,2600,MATTHEW,LORD,28801,sentenced,,,23,23014
1677,1677,20fd41c4-b6ff-4159-ba43-9a351e4c1fd6,Francisco,Johnson,515-58-1884,M,4/11/90,white,hispanic,blue,1,7/15/13,2013-73663,2151 ROYAL AVE,Anytown,321.17,OPERATING NON REGISTERED VEHICLE -,7079,CHRIS,MOSES,20-01678,7/18/13,7/23/13, ,Anytown Police Dept.,On-View,,0,62565,O,Scheduled Violation,2007,RONNIE,BATCHELLER,3792,PAUL,WATTS,23018,sentenced,,,35,90758
1678,1678,2b1d97ed-d73e-432a-a77a-de19cb9cf2e2,Anita,Davis,712-89-0260,F,8/8/88,white,nonhispanic,brown,,6/24/16,2016-45510,105 BROADWAY ,Anytown,124.401(1)(d),Proh Acts -- Conspire Int/Del False Marij < 50kg,3594,TODD,BOSARD,20-01679,6/26/16,6/29/16, ,Any County Sheriff,Taken into custody,,0,45771,F,Felony D,8381,PATRICK,CLARK,4603,ROB,DOHRMANN,53324,cleared,,4,63,93440
1679,1679,e3d470c2-0add-413a-baec-19a4a7b20daa,Harry,Berg,596-58-1139,M,10/2/83,,hispanic,brown,,6/13/15,2015-95226,2101 BROADWAY ,Anytown,124.401(1),Drug Del Cocaine,5188,ERIK,WATTS,20-01680,6/13/15,6/13/15, ,Anytown Police Dept.,Taken into custody,,0,93515,O,Unknown,1484,JOE,MILLARD,8351,GREG,JACOBS,18771,sentenced,,,42,93816
1680,1680,a26de2c1-cdd5-4a68-9808-7f9a78c0b1de,Tracy,Estes,104-71-2007,F,2/4/68,white,nonhispanic,blue,,7/15/16,2016-64285,2151 ROYAL AVE,Anytown,711.3-2,ROBBERY 2ND DEGREE - 1978 (FELC),1820,VIRGINIA,ALEXANDER,20-01681,7/18/16,7/27/16, ,Any County Sheriff,Summoned-Cited,Knife,1,94749,F,Felony C,1270,KURT,ARCENAS,8780,DOUGLAS,ARCENAS,68261,sentenced,,2,48,71407
1681,1681,8279edbe-ef1f-4af2-a55b-ca2675f1b36c,Jennifer,Williams,,F,5/3/67,,,brown,1,12/14/13,2013-31827,2151 ROYAL AVE,Anytown,"714.1(1), 714.2(4)",Theft 4th Deg -- Possess/Ctrl > $200 < $500,2891,BOB,NIELAND,20-01682,12/14/13,12/20/13, ,Any County Sheriff,On-View,,0,14692,O,Unknown,1087,TRAVIS,GERLING,3367,J.T.,CARDEN,26123,sentenced,,,25,76742
1682,1682,80ee223d-294f-4dbd-b2f5-da2594f53358,Scott,Valenzuela,130-75-8635,,12/22/55,black,,brown,1,1/17/15,2015-19488,2500 ROYAL AVE,Anytown,"124.401(1)(c )(8), 124.413","Proh Acts -- Int Manf/Del False Other I,II,III CS",5340,THOMAS,SEYMOUR,20-01683,1/19/15,1/27/15, ,Any County Sheriff,On-View,Handgun,0,18841,F,Felony C,7991,ANDY,MOSES,2219,TODD,JENNINGS,85549,sentenced,,10,27,88244
1683,1683,17bbff46-5f86-4c6d-a06a-c6948cd28182,Maurice,Henry,,M,7/14/83,white,,brown,,8/18/16,2016-68209,2500 ROYAL AVE,Anytown,321.285-C,SPEEDING 55 OR < (11 THRU 15 OVER) -,3532,DENISE,GIBNEY,20-01684,8/19/16,8/21/16, ,Any County Sheriff,Taken into custody,,0,29312,O,Scheduled Violation,9598,ERIC,SCHMERBACH,4188,DOUGLAS,TIES,82575,sentenced,,,36,19391
1684,1684,c5463d9b-1cfd-49db-b939-7ea0130b01af,Eric,Brown Howard,365-50-5005,M,4/10/65,white,hispanic,brown,,2/28/14,2014-70245,612 FEMRITE DR,Anytown,124.401(5),POSSESSION OF A CONTROLLED SUBSTANCE (SRMS),9632,TODD,KINNEY,20-01685,3/3/14,3/6/14, ,Any County Sheriff,Summoned-Cited,,0,70075,M,Aggravated Misdemeanor,2761,EDWARD,MOSES,9414,JERRY,SCHABILION,85745,,720,2,53,81547
1685,1685,a0e0e159-80a0-4de2-817d-acc3daf8d37a,Kelly,Colon,658-40-8008,F,3/24/92,other,hispanic,blue,1,8/18/16,2016-17291,405 CARDINAL CRESENT ,Anytown,123.47(3),Poss/Purch Alcohol by Minor -- 2nd Off,4044,DARIN,RARICK,20-01686,8/19/16,8/26/16, ,Any County Sheriff,On-View,,1,50668,M,Simple Misdemeanor,8853,JOSH,MURPHY,8769,CRAIG,HARTSHORN,20640,sentenced,10,,49,36008
1686,1686,8cfc9d37-5816-42c5-affa-069360cb3fa8,Justin,Smith,261-19-5143,M,9/14/79,,nonhispanic,brown,,3/5/16,2016-98500,6406 BRIDGE RD,Anytown,723.4(4),DISORDERLY CONDUCT - DISTRUB LAWFUL ASSEMBLY OR ME,5968,BRAD,GRIMM,20-01687,3/7/16,3/13/16, ,Any County Sheriff,On-View,,0,61977,M,Simple Misdemeanor,7222,ROSS,OHARE,6004,JEFF,HAMM,40874,sentenced,10,,21,23659
1687,1687,6aef00b9-49fc-4ea3-92a5-a5f05554eee9,Kim,Reilly,075-21-0297,F,2/8/77,white,nonhispanic,brown,,10/20/16,2016-89971,2151 ROYAL AVE,Anytown,692A.7(1)-B,SEX OFFENDER REGISTRY-FALURE TO REGISTER/2ND OFFEN,5822,MATT,BATCHELLER,20-01688,10/21/16,10/23/16, ,Anytown Police Dept.,On-View,,1,22044,F,Felony D,7581,CHRIS,MERCER,5993,STEVE,OLSON,60148,cleared,,5,20,34442
1688,1688,c3ce1a2d-586e-484d-b280-bf520d788a09,Nicole,Washington,025-33-1692,F,6/16/89,black,nonhispanic,brown,,11/23/15,2015-95850,100 BROADWAY ,Anytown,726.6(7),ENDANGERMENT/NO INJURY (AGMS),4322,DOUGLAS,ROLING,20-01689,11/25/15,12/1/15, ,Any County Sheriff,Taken into custody,,1,20518,M,Aggravated Misdemeanor,4169,MATTHEW,JR,1412,JEFF,WRIGHT,33092,sentenced,360,1,40,51807
1689,1689,4ba6bdca-1d5e-40ca-aced-433a20aa30c4,Patricia,Ortiz,477-25-6932,F,1/7/94,white,nonhispanic,brown,,1/27/13,2013-85844,6502 MAIN DR,Anytown,321.285-H,SPEEDING > 55 (11 THRU 15 OVER),7139,RYAN,LORD,20-01690,1/28/13,1/30/13,dispossessory warrant,Any County Sheriff,Taken into custody,,0,90386,O,Scheduled Violation,6224,ERIC,PATROL,5328,DEAN,SANTIAGO,56637,sentenced,,,44,18208
1690,1690,9f815fd1-6c47-444f-ba78-3269a2899f94,William,Reed,,M,2/24/51,white,nonhispanic,brown,,4/8/16,2016-18920,2151 ROYAL AVE,Anytown,,Trespassing,7108,REBECCA,ALKE,20-01691,4/10/16,4/11/16, ,Any County Sheriff,Taken into custody,Rifle,0,63868,O,Unknown,7222,ASHTON,CASSELL,6062,DAVID,BRADLEY,16401,sentenced,,,53,38251
1691,1691,4f304f4a-a022-4903-a34b-e67901076b54,Joel,Perkins,215-42-4214,M,2/3/84,white,nonhispanic,brown,,11/13/16,2016-16647,2151 ROYAL AVE,Anytown,719.7(4)(b),POSS. CONTRABAND IN CORR. FACILITY (FELD),4795,GABE,CHENEY,20-01692,11/14/16,11/17/16, ,Any County Sheriff,Taken into custody,,1,26428,F,Felony D,6731,VIRGINIA,DINNEL,3504,REBECCA,TYRRELL,16951,sentenced,,1,29,16077
1692,1692,cb60ce7f-5a31-40e4-9ab3-204004e4b71c,Mary,Gutierrez,760-11-2096,F,10/10/50,white,nonhispanic,brown,,11/1/15,2015-58921,2151 ROYAL AVE,Anytown,"124.401(1)(c )(3), 124.413",Proh Acts -- Int/Del Crack < 10 g,9481,ZACH,SCHABILION,20-01693,11/1/15,11/9/15, ,Any County Sheriff,Taken into custody,Knife,0,98630,F,Felony C,4148,NILES,ARCENAS,1382,WILLIAM,ROEHLER,84587,sentenced,,5,60,49437
1693,1693,13a46bec-a2eb-49e1-b693-da6598173a75,Mandy,Woods,229-65-6856,F,12/20/72,white,,blue,,11/4/15,2015-64593,5713 MAIN DR,Anytown,"714.1(4), 714.2(5)",Theft 5th Deg -- Exercise Ctrl < $100,8394,BRANDON,RICHARDSON,20-01694,11/4/15,11/6/15, ,Anytown Police Dept.,Summoned-Cited,,1,93256,M,Simple Misdemeanor,1097,RICHARD,ALKE,6890,MATT,STRICKER,14676,sentenced,10,,52,91803
1694,1694,42e75f0f-332a-4cb1-bff2-77bebe32377f,Terry,Ruiz,475-72-7774,M,10/23/97,,nonhispanic,brown,,9/17/14,2014-98950,2151 ROYAL AVE,Anytown,718.2,Impersonate Public Official,9253,GREG,REGENWETHER,20-01695,9/20/14,9/20/14, ,Any County Sheriff,Taken into custody,,1,90730,M,Aggravated Misdemeanor,1446,DUSTIN,MERCER,8738,BRENT,MILLER,72976,cleared,360,1,29,56316
1695,1695,9a128038-d273-407c-b156-82b4304fed53,Marisa,Morris,442-26-8565,F,7/10/54,white,nonhispanic,brown,,2/12/14,2014-76208,2151 ROYAL AVE,Anytown,708.2(2),Assault (Serious),7574,JEREMY,DROLL,20-01696,2/15/14,2/20/14,search warrant,Any County Sheriff,On-View,,0,24757,O,Unknown,4148,JASON,NIELAND,3923,JIM,GWINN,12028,sentenced,,,63,48564
1696,1696,17bbff46-5f86-4c6d-a06a-c6948cd28182,Maurice,Henry,458-87-5596,M,7/14/83,white,nonhispanic,brown,,2/3/14,2014-45421,2151 ROYAL AVE,Anytown,321.384,FAIL TO USE HEADLAMPS WHEN REQUIRED - 1978,8520,DENNIS,RICH,20-01697,2/6/14,2/9/14, ,Any County Sheriff,Taken into custody,,1,88952,O,Scheduled Violation,5871,DOUGLAS,CHANDLER,5706,DOUGLAS,VAZQUEZ,72828,sentenced,,,62,51046
1697,1697,b4ca4ad5-caf4-43ee-9781-23fcdb322fe5,Michael,Murray,212-03-4416,M,10/8/87,white,nonhispanic,brown,,9/16/13,2013-33066,6540 MAIN DR,Anytown,"708.1, 708.2(4)",Assault -- w/ Intent to Cause Pain/Injury,9858,DEREK,MURPHY,20-01698,9/18/13,9/27/13, ,Any County Sheriff,Summoned-Cited,Firearm,1,79735,M,Serious Misdemeanor,9681,GABE,STRICKER,6471,ROB,VALE,34924,sentenced,40,,24,40240
1698,1698,c69d4511-d34c-46ad-b8a0-4b7d372eaf17,Michael,Lewis,073-84-1908,M,5/28/89,other,,brown,,8/15/15,2015-68610,2151 ROYAL AVE,Anytown,321.281(C),OPER WHILE UNDER INFL 3RD OFF - 1978 (FELD),2434,SHAWN,REINHARD,20-01699,8/15/15,8/22/15, ,Any County Sheriff,Summoned-Cited,,0,71719,F,Felony D,6974,ASHLEY,HOAGLAND,5438,BENJAMIN,TYRRELL,26736,sentenced,,4,64,13805
1699,1699,0d9c492d-9d71-4955-a224-5c9ed34bc380,Charles,Johnson,,M,6/7/50,white,,brown,,10/3/15,2015-75174,BELTINE HIGHWAY  & MAIN DR,Anytown,664A.7(4),VIOLATION OF NO CONTACT OR PROTECTIVE ORDER (SMMS),1914,DOUG,BLOMGREN,20-01700,10/6/15,10/9/15, ,Anytown Police Dept.,Taken into custody,,1,14322,M,Simple Misdemeanor,6940,PAUL,MOSES,3828,MARCUS,MILLARD,11391,sentenced,10,,47,49130
1700,1700,e3d470c2-0add-413a-baec-19a4a7b20daa,Henry,Berg,596-58-1139,M,10/2/83,black,hispanic,brown,0,7/12/15,2015-66835,2151 ROYAL AVE,Anytown,"712.1, 712.2",Arson 1st Deg -- Persons Present,5852,MERTON,FARRELL,20-01701,7/12/15,7/15/15, ,Anytown Police Dept.,Taken into custody,,0,32717,F,Felony B,9461,WILLIAM,STEVA,3202,RYAN,BROLL,27502,sentenced,,5,27,31205
1701,1701,3b1f4a77-f14c-416c-bf57-cb692c94c742,Nicole,Martinez,512-71-7733,F,9/7/86,,,brown,1,7/10/14,2014-89563,6540 MAIN DR & E BROADWAY,Anytown,705.1(B),SOLICITATION TO COMMIT FELONY - 1978 (FELD),4141,ROB,HAYDEN,20-01702,7/10/14,7/12/14, ,Anytown Police Dept.,Summoned-Cited,,1,88587,F,Felony D,8417,CARLOS,HOAGLAND,2241,CHRISTINE,ROCKAFELLOW,49171,sentenced,,1,52,53529
1702,1702,89c8e692-c608-4a06-8651-78a60aab7525,April,Wong,102-71-5431,F,1/16/95,white,nonhispanic,brown,,8/6/13,2013-18735,5804 ANTHONY PL,Anytown,708.4(2),Willful Injury Resulting in Bodily Injury,2114,TODD,MERCER,20-01703,8/8/13,8/13/13, ,Any County Sheriff,Summoned-Cited,Handgun,1,78038,O,Unknown,4179,BRENT,MONTZ,4318,KEVIN,COOPER,25434,sentenced,,,47,12889
1703,1703,4e9b0f1f-1f0a-4346-adaa-8d9475431e1c,Kimberly,Miller,419-41-5797,F,9/22/85,,nonhispanic,grey,,9/21/14,2014-19395,5713 MAIN DR,Anytown,719.4(3),Absence from Custody,8263,ALKE,HYNES,20-01704,9/23/14,9/27/14, ,Any County Sheriff,Taken into custody,Rifle,0,39085,M,Serious Misdemeanor,6128,TODD,REINHARD,5197,THOMAS,CLARAHAN,87082,sentenced,90,,22,41150
1704,1704,aa34f9b5-7615-4d07-936c-bae78ecd3437,Jule,Washington,230-93-9552,F,7/6/89,white,,grey,,1/11/16,2016-28306,2151 ROYAL AVE,Anytown,"719.7(1), 719.7(3)(c), 719.7(4)",Prisonr Poss Contrab W Confin -- No Weap,6493,DEMETRIUS,ROBERTS,20-01705,1/11/16,1/17/16, ,Any County Sheriff,On-View,,0,88452,F,Felony D,8862,COLIN,WERLING,9087,JEFF,OLSON,51984,sentenced,,1,57,90151
1705,1705,939d2c14-3a8e-4ff2-b101-107919ce4d63,Brandon,Ellis,846-01-3560,M,8/5/71,other,,brown,,8/18/13,2013-71982,2151 ROYAL AVE,Anytown,719.1(1),Interfer w/ Official Acts -- $0 Injury/Dam,7383,REBECCA,GLEASON,20-01706,8/18/13,8/19/13, ,Anytown Police Dept.,On-View,,0,11215,M,Simple Misdemeanor,2057,ANDY,SECKEL,2151,MICHAEL,LEIK,88100,,10,,56,33842
1706,1706,aa34f9b5-7615-4d07-936c-bae78ecd3437,Julie,Washington,230-93-9552,F,7/6/89,white,,grey,,12/9/14,2014-16523,2151 ROYAL AVE,Anytown,665.2(4),CONTEMPT-DISOBEDIENCE TO SUBPOENA/REFUSAL TO TESTI,3493,BECKI,JR,20-01707,12/10/14,12/16/14,Warrant of delivery,Any County Sheriff,On-View,,1,49970,M,Serious Misdemeanor,3846,DANNY,JAY,9197,ASHTON,ROTH,77886,sentenced,360,1,51,84940
1707,1707,cb60ce7f-5a31-40e4-9ab3-204004e4b71c,Mary,Gutierrez,760-11-2096,F,10/10/50,white,nonhispanic,brown,1,7/18/14,2014-50337,2151 ROYAL AVE,Anytown,"714.1(10), 714.2(4)",Theft 4th Deg -- Other Means > $100 < $500,8244,JOHN,BLOEM,20-01708,7/19/14,7/24/14, ,Any County Sheriff,Taken into custody,,1,14347,M,Serious Misdemeanor,8614,IAN,JELINEK,9893,CHRISTINE,MERCER,76142,sentenced,90,,43,13202
1708,1708,b3cafed9-d2f3-45dc-a0ab-afd44f4ec06c,Angela,Harvey,284-58-2675,F,6/25/53,white,nonhispanic,brown,,4/29/13,2013-66469,2151 ROYAL AVE,Anytown,"714.1(10), 714.2(5)",Theft 5th Deg -- Other Means < $200,3347,DAVID,SAMMONS,20-01709,5/1/13,5/5/13, ,Any County Sheriff,Summoned-Cited,,1,67159,M,Simple Misdemeanor,9457,JOSH,VALE,3055,BRAD,BOSARD,79055,sentenced,10,,55,41302
1709,1709,523e6174-2a49-4fdb-9ecc-be9d85dfc815,Daniel,Pugh,034-88-8059,M,10/12/50,white,nonhispanic,brown,,1/13/15,2015-73508,2151 ROYAL AVE,Anytown,124.401(3)-2,"POSSESSION CONTROLLED SUBSTANCE, MARIJUANA (SRMS)",9052,ROBERT,GINGERICH,20-01710,1/16/15,1/21/15, ,Anytown Police Dept.,Taken into custody,,0,16730,M,Serious Misdemeanor,8025,KENDALL,CASH,5425,KURT,SCHMERBACH,25625,sentenced,360,1,32,14317
1710,1710,5a5b4f40-e8d4-4d24-88c0-4d9fbc85518a,Tanner,Howard,751-97-6745,M,5/18/87,white,nonhispanic,brown,,9/8/15,2015-48970,4905 MAIN DR,Anytown,,CARRYING WEAPONS (IC ORDINANCE),2140,PETER,GRIMM,20-01711,9/10/15,9/10/15, ,Any County Sheriff,Taken into custody,Knife,0,52016,O,Unknown,4360,MARK,HOSKINS,4942,MICHAEL,CHENEY,33767,sentenced,,,51,97962
1711,1711,6dee78dc-aa81-4020-8c23-a44f6ccb7de2,Jose,Calhoun,159-47-3453,,12/28/55,white,,brown,,7/16/14,2014-40386,2151 ROYAL AVE,Anytown,908.11,Probation Violation,8965,ROB,SMITH,20-01712,7/16/14,7/21/14, ,Any County Sheriff,On-View,,1,87068,M,Aggravated Misdemeanor,4700,MATT,CHANDLER,2160,ERIC,ROCKAFELLOW,73442,,360,1,45,86322
1712,1712,939d2c14-3a8e-4ff2-b101-107919ce4d63,Brandon,Ellis,846-01-3560,M,8/5/71,other,hispanic,brown,,3/3/15,2015-78026,MAIN DR & BUCKEYE RD,Anytown,713.7,POSSESSION OF BURGLAR'S TOOLS - 1983 (AGMS),3429,ANDY,BARNEY,20-01713,3/4/15,3/7/15, ,Any County Sheriff,Taken into custody,,0,57176,M,Aggravated Misdemeanor,9541,TERRY,CLUBB,3412,ROB,SANTIAGO,13039,cleared,720,2,36,92305
1713,1713,72b34a05-d5e8-409e-90ed-5e22a47dbcc6,Alyssa,Patterson,458-32-6188,F,8/6/71,black,nonhispanic,blue,,1/2/16,2016-39658,2101 BROADWAY ,Anytown,"708.2a(1), 708.2a(2)",Dom Ab Asslt -- 1st Off; Int to Inflict Ser Injury,7721,THOMAS,KUNKEL,20-01714,1/5/16,1/10/16, ,Any County Sheriff,Summoned-Cited,,0,62130,O,Unknown,1807,GABE,STRICKER,4287,BOB,CLARK,74683,cleared,,,43,38887
1714,1714,3271f25f-31af-4fa5-9114-a8e6cf3c4897,Briana,Moore,,F,6/25/54,white,nonhispanic,brown,0,2/10/14,2014-78912,2151 ROYAL AVE,Anytown,713.5,Burglary 2nd Degree,1637,DARIN,HERRIG,20-01715,2/13/14,2/19/14, ,Anytown Police Dept.,Taken into custody,Handgun,0,28054,F,Felony C,8604,ROBERT,HAYES,1797,JERRY,SCHMERBACH,96759,sentenced,,10,16,14002
1715,1715,4ba6bdca-1d5e-40ca-aced-433a20aa30c4,Patricia,Rodriguez,477-25-6932,F,1/7/94,white,nonhispanic,brown,,6/10/16,2016-83627,2500 ROYAL AVE,Anytown,711.4,EXTORTION - 1978 (FELD),8847,GABE,MURPHY,20-01716,6/12/16,6/15/16, ,Anytown Police Dept.,Summoned-Cited,,0,55064,F,Felony D,1804,BRAD,THIEN,8812,MELEAH,NIELAND,31418,cleared,,5,47,72778
1716,1716,17cea6d4-bb0c-42da-80b2-80311857b997,David,Weaver,689-72-9682,M,12/5/87,white,nonhispanic,brown,,5/5/16,2016-57191,6401 COPPS AVE,Anytown,"665.3(6), 665.4","Contempt -- Other Act/Omission, Mag Ct",5812,JOHN,JAY,20-01717,5/8/16,5/13/16, ,Any County Sheriff,Summoned-Cited,Handgun,0,13120,M,Serious Misdemeanor,9329,PRESTON,STRICKER,1229,ANGI,NEELD,81976,sentenced,120,,35,22419
1717,1717,268d31c4-12d5-424e-a9d5-e417700000a3,John,Lane,067-72-7919,M,7/9/97,asian,nonhispanic,brown,1,9/4/14,2014-95162,2151 ROYAL AVE,Anytown,"708.7(1)(a)(4), 708.7(4)",Harassment 3rd Deg -- False Reports,5547,BOB,WOLF,20-01718,9/5/14,9/11/14, ,Any County Sheriff,Taken into custody,,1,39187,M,Simple Misdemeanor,3094,DAVID,CHANDLER,9794,MIKE,WATTS,88540,sentenced,10,,46,79978
1718,1718,20fd41c4-b6ff-4159-ba43-9a351e4c1fd6,Francisco,Johnson,515-58-1884,M,4/11/90,white,,blue,,5/2/14,2014-41792,3905 MAIN DR,Anytown,321.456,EXCESSIVE HEIGHT -,8541,JEREMY,YOUNG,20-01719,5/3/14,5/3/14, ,Anytown Police Dept.,On-View,,0,39545,O,Scheduled Violation,3604,CHRIS,HARKRIDER,6695,MITCH,MURPHY,72890,sentenced,,,20,71905
